column_name,column_label,matched_question,similarity_score,relevant_key,spss_file
q486,Województwo nowe,Województwo,0.9299480319023132,location,CBOS_164_01_2004.sav
q229,"Proszę powiedzieć, które z wymienionych dóbr i przedmiotów znajdują się obecnie w posiadaniu Pana(i) lub innych osób wchodzących w skład Pana(i) gospodarstwa domowego? - Dom mieszkalny","Proszę powiedzieć, które z wymienionych dóbr znajdowały się Pana(i) gospodarstwie domowym przed 1990 rokiem, są obecnie w Pan(i) gospodarstwie domowym, a które spośród nich chciał(a)by Pan(i) mieć: - Dom mieszkalny",0.9301547706127167,house,CBOS_164_01_2004.sav
q229,"Proszę powiedzieć, które z wymienionych dóbr i przedmiotów znajdują się obecnie w posiadaniu Pana(i) lub innych osób wchodzących w skład Pana(i) gospodarstwa domowego? - Dom mieszkalny","Proszę powiedzieć, które z wymienionych dóbr znajdowały się Pana(i) gospodarstwie domowym przed 1990 rokiem, są obecnie w Pan(i) gospodarstwie domowym, a które spośród nich chciał(a)by Pan(i) mieć: - Mieszkanie własnościowe",0.9320605397224426,flat,CBOS_164_01_2004.sav
q230,"Proszę powiedzieć, które z wymienionych dóbr i przedmiotów znajdują się obecnie w posiadaniu Pana(i) lub innych osób wchodzących w skład Pana(i) gospodarstwa domowego? - Mieszkanie własnościowe,stanowiące własność","Proszę powiedzieć, które z wymienionych dóbr znajdowały się Pana(i) gospodarstwie domowym przed 1990 rokiem, są obecnie w Pan(i) gospodarstwie domowym, a które spośród nich chciał(a)by Pan(i) mieć: - Mieszkanie własnościowe",0.9262024760246277,flat,CBOS_164_01_2004.sav
q266,Czy posiada Pan(i) (posiadają Państwo) w swym gospodarstwie domowym samochód osobowy/samochody osobowe?,Czy posiada/posiadają Pan(i)/Państwo w swym gospodarstwie domowym samochód osobowy/samochody osobowe?,0.9875504672527313,car,CBOS_164_01_2004.sav
q402,W którym roku się Pan(i) urodził(a)?,W którym roku się Pan(i) urodził(a)?,1.0,age,CBOS_164_01_2004.sav
q403,Jakie ma Pan(i) wykształcenie? .,Jakie ma Pan(i) wykształcenie?,0.9973090887069702,education,CBOS_164_01_2004.sav
q404,"Czy miejscowość, w której Pan(i) mieszka na stałe, to:","Czy miejscowość, w której Pan(i) mieszka na stałe jest:",0.9984782934188843,city_size,CBOS_164_01_2004.sav
q405,Jaki jest aktualnie Pana(i) stan cywilny?,Jaki jest Pana(i) stan cywilny?,0.9770746231079102,marital,CBOS_164_01_2004.sav
q409,"Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",1.0,household_size,CBOS_164_01_2004.sav
q411,"Ile wynoszą W NOWYCH ZŁOTYCH Pana(i) miesięczne dochody? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne dodatkowe dochody","Ile wynoszą W NOWYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodar- stwie domowym? Proszę wziąć pod uwagę dochody z pracy głównej wraz z premiami, nagrodami, dochody z prac dodatkowych.",0.9586280584335327,income_household_per_person,CBOS_164_01_2004.sav
q412,Ile wynoszą W NOWYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodarstwie domowym?,Ile wynoszą W STARYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodarstwie domowym? [tysiące starych złotych],0.974571168422699,income_household_per_person,CBOS_164_01_2004.sav
q430,"Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona głównym źródłem utrzymania Pana(i) czy też nie?","Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona Pana(i) głównym źródłem utrzymaniaczy też nie?",0.9960902333259583,if_retired,CBOS_164_01_2004.sav
q486,WOJEWÓDZTWO,Województwo,0.9345924556255341,location,CBOS_80_01_1997.sav
q402,W którym roku się Pan(i) urodził(a)?,W którym roku się Pan(i) urodził(a)?,1.0,age,CBOS_80_01_1997.sav
q403,Jakie ma Pan(i) wykształcenie?,Jakie ma Pan(i) wykształcenie?,1.0,education,CBOS_80_01_1997.sav
q404,"Czy miejscowość, w której Pan(i) mieszka na stałe, jest:","Czy miejscowość, w której Pan(i) mieszka na stałe jest:",0.9993886947631836,city_size,CBOS_80_01_1997.sav
q408,"Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe? ANKIETER: proszę wpisać liczbę osób w wykropkowane miejsce, a następnie zakodować według wzoru: 1 osoba - 01, 10 osób – 10 itd.   .....","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",0.9293630421161652,household_size,CBOS_80_01_1997.sav
q410,Ile wynoszą W NOWYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodar- stwie domowym?,Ile wynoszą W STARYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodarstwie domowym? [tysiące starych złotych],0.9713316261768341,income_household_per_person,CBOS_80_01_1997.sav
q411,Jaki jest Pana(i) stan cywilny?,Jaki jest Pana(i) stan cywilny?,1.0,marital,CBOS_80_01_1997.sav
MIESIAC,MIESIĄC BADANIA,Województwo,0.9289646148681641,location,CBOS_222_11_2008.sav
ROKUR,Rok urodzenia respondenta,Rok urodzenia,0.9607435464859009,age,CBOS_222_11_2008.sav
q6,Jakie ma Pan(i) wykształcenie? Proszę podać najwyższy osiągnięty przez Pana(ią) poziom wykształcenia.,Jakie ma Pan(i) wykształcenie? Proszę podać najwyższy osiągnięty przez Pana(ią) poziom wykształcenia.,1.0,education,CBOS_222_11_2008.sav
q7,"Czy miejscowość, w której Pan(i) mieszka na stałe, to:","Czy miejscowość, w której Pan(i) mieszka na stałe jest:",0.9984782934188843,city_size,CBOS_222_11_2008.sav
q12,"Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona głównym źródłem utrzymania Pana(i) czy też nie?","Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona Pana(i) głównym źródłem utrzymaniaczy też nie?",0.9960902333259583,if_retired,CBOS_222_11_2008.sav
q14,"Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",1.0,household_size,CBOS_222_11_2008.sav
q100,"M14_PRE. Ile wynoszą Pana(i) miesięczne dochody NETTO (na rękę)? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne doda","Ile wynoszą PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne dodatkowe",0.92726069688797,income_personal,CBOS_222_11_2008.sav
q101,"Ile wynoszą Pana(i) miesięczne dochody NETTO (na rękę)? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne dodatkow","Ile wynoszą PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne dodatkowe",0.9328139424324036,income_personal,CBOS_222_11_2008.sav
q103,"M15_PRE. Ile wynoszą miesięczne dochody NETTO na 1 osobę w Pana(i) gospodarstwie domowym? Proszę wziąć pod uwagę dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypend","Ile wynoszą PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne dodatkowe",0.9264510869979858,income_personal,CBOS_222_11_2008.sav
q104,"Ile wynoszą miesięczne dochody NETTO na 1 osobę w Pana(i) gospodarstwie domowym? Proszę wziąć pod uwagę dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia i","Ile wynoszą PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne dodatkowe",0.9413700997829437,income_personal,CBOS_222_11_2008.sav
woj16,Województwo,Województwo,1.0,location,CBOS_222_11_2008.sav
URODZONY,Rok urodzenia respondenta,Rok urodzenia,0.9607435464859009,age,CBOS_291_08_2014.sav
woj,Województwo,Województwo,1.0,location,CBOS_291_08_2014.sav
q55,"Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona Pana(i) głównym źródłem utrzymaniaczy też nie?","Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona Pana(i) głównym źródłem utrzymaniaczy też nie?",1.0,if_retired,CBOS_291_08_2014.sav
q57,Jakie ma Pan(i) wykształcenie? Proszę podać najwyższy osiągnięty przez Pana(ią) poziom wykształcenia.,Jakie ma Pan(i) wykształcenie? Proszę podać najwyższy osiągnięty przez Pana(ią) poziom wykształcenia.,1.0,education,CBOS_291_08_2014.sav
q58,"Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",1.0,household_size,CBOS_291_08_2014.sav
q186,"Ile wynoszą PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne dodatkowe do...","Ile wynoszą PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne dodatkowe",0.9865877330303192,income_personal,CBOS_291_08_2014.sav
q187,"M18_Numerycznie. Kwota przeciętnych, miesięcznych dochodów NETTO respondenta","Kwota przeciętnych, miesięcznych dochodów NETTO respondenta",0.9562142491340637,income_personal,CBOS_291_08_2014.sav
q188,"M18_2. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)?","A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARST",0.9278266429901123,income_household_per_person,CBOS_291_08_2014.sav
q188,"M18_2. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)?","A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)?",0.9568928480148315,income_personal,CBOS_291_08_2014.sav
q189,"Ile wynoszą PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARSTWIE DOMOWYM? Proszę wziąć pod uwagę dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczy...","Ile wynoszą PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARSTWIE DOMOWYM? Proszę wziąć pod uwagę dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczy",0.9879053831100464,income_household_per_person,CBOS_291_08_2014.sav
q190,"M19_Numerycznie. Kwota przeciętnych, miesięcznych dochodów NETTO na jedną osobę w gospodarstwie domowym respondenta - średnia z ostatnich 3 ms","Kwota przeciętnych, miesięcznych dochodów NETTO na jedną osobę w gospodarstwie domowym respondenta - średnia z ostatnich 3 ms",0.9787437617778778,income_household_per_person,CBOS_291_08_2014.sav
q190,"M19_Numerycznie. Kwota przeciętnych, miesięcznych dochodów NETTO na jedną osobę w gospodarstwie domowym respondenta - średnia z ostatnich 3 ms","Kwota przeciętnych, miesięcznych dochodów NETTO respondenta",0.9358062744140625,income_personal,CBOS_291_08_2014.sav
q191,"M19_2. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARST...","A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARST",0.9550030827522278,income_household_per_person,CBOS_291_08_2014.sav
q191,"M19_2. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARST...","A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)?",0.9383311867713928,income_personal,CBOS_291_08_2014.sav
q200,Jaki jest aktualnie Pana(i) stan cywilny?,Jaki jest Pana(i) stan cywilny?,0.9770746231079102,marital,CBOS_291_08_2014.sav
URODZONY,Rok urodzenia respondenta,Rok urodzenia,0.9607435464859009,age,CBOS_224_01_2009.sav
woj,Województwo,Województwo,1.0,location,CBOS_224_01_2009.sav
q7,Jakie ma Pan(i) wykształcenie? Proszę podać najwyższy osiągnięty przez Pana(ią) poziom wykształcenia.,Jakie ma Pan(i) wykształcenie? Proszę podać najwyższy osiągnięty przez Pana(ią) poziom wykształcenia.,1.0,education,CBOS_224_01_2009.sav
q12,"Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona Pana(i) głównym źródłem utrzymania czy też nie?","Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona Pana(i) głównym źródłem utrzymaniaczy też nie?",0.9963424205780029,if_retired,CBOS_224_01_2009.sav
q14,"Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",1.0,household_size,CBOS_224_01_2009.sav
q135,"M14_Numerycznie. Kwota przeciętnych, miesięcznych dochodów NETTO respondenta","Kwota przeciętnych, miesięcznych dochodów NETTO respondenta",0.9536071419715881,income_personal,CBOS_224_01_2009.sav
q137,"Ile wynoszą miesięczne dochody NETTO na 1 osobę w Pana(i) gospodarstwie domowym? Proszę wziąć pod uwagę dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia","Ile wynoszą PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne dodatkowe",0.941041111946106,income_personal,CBOS_224_01_2009.sav
q138,"M15_Numerycznie. Kwota przeciętnych, miesięcznych dochodów NETTO na jedną osobę w gospodarstwie domowym respondenta - średnia z ostatnich 3 ms","Kwota przeciętnych, miesięcznych dochodów NETTO na jedną osobę w gospodarstwie domowym respondenta - średnia z ostatnich 3 ms",0.9798585474491119,income_household_per_person,CBOS_224_01_2009.sav
q138,"M15_Numerycznie. Kwota przeciętnych, miesięcznych dochodów NETTO na jedną osobę w gospodarstwie domowym respondenta - średnia z ostatnich 3 ms","Kwota przeciętnych, miesięcznych dochodów NETTO respondenta",0.9362675249576569,income_personal,CBOS_224_01_2009.sav
q402,W którym roku się Pan(i) urodził(a)?,W którym roku się Pan(i) urodził(a)?,1.0,age,CBOS_160_09_2003.sav
q403,Jakie ma Pan(i) wykształcenie? .,Jakie ma Pan(i) wykształcenie?,0.9973090887069702,education,CBOS_160_09_2003.sav
q404,"Czy miejscowość, w której Pan(i) mieszka na stałe, jest:","Czy miejscowość, w której Pan(i) mieszka na stałe jest:",0.9993886947631836,city_size,CBOS_160_09_2003.sav
q405,Jaki jest aktualnie Pana(i) stan cywilny?,Jaki jest Pana(i) stan cywilny?,0.9770746231079102,marital,CBOS_160_09_2003.sav
q409,"Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe? ANKIETER: proszę wpisać liczbę osób w wykropkowane miejsce, a następnie zakodować według wzoru: 1 osoba - 01, 10 osób – 10 itd.   .....","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",0.9293630421161652,household_size,CBOS_160_09_2003.sav
q411,"Ile wynoszą W NOWYCH ZŁOTYCH Pana(i) miesięczne dochody? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, stypendia oraz inne dodatkowe dochody i obliczyć średnią za ostatnie 3 miesiące.","Ile wynoszą W NOWYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodar- stwie domowym? Proszę wziąć pod uwagę dochody z pracy głównej wraz z premiami, nagrodami, dochody z prac dodatkowych.",0.948598176240921,income_household_per_person,CBOS_160_09_2003.sav
q412,Ile wynoszą W NOWYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodar- stwie domowym? Proszę wziąć pod uwagę dochody z pracy głównej i inne dodatkowe dochody wszystkich członków gosp. domowego i obliczyć średnią za ostatnie 3 mi,"Ile wynoszą W NOWYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodar- stwie domowym? Proszę wziąć pod uwagę dochody z pracy głównej wraz z premiami, nagrodami, dochody z prac dodatkowych.",0.9749051332473755,income_household_per_person,CBOS_160_09_2003.sav
q428,"Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona głównym źródłem utrzymania Pana(i), czy też nie?","Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona Pana(i) głównym źródłem utrzymaniaczy też nie?",0.9961597323417664,if_retired,CBOS_160_09_2003.sav
q140,WOJEWÓDZTWO,Województwo,0.9345924556255341,location,CBOS_17_06_1991.sav
q109,Płeć,Płeć,1.0,gender,CBOS_17_06_1991.sav
q110,W którym roku się Pan(i) urodził(a)?,W którym roku się Pan(i) urodził(a)?,1.0,age,CBOS_17_06_1991.sav
q111,Jakie ma Pan(i) wykształcenie?,Jakie ma Pan(i) wykształcenie?,1.0,education,CBOS_17_06_1991.sav
q112,"Czy miejscowość, w której Pan(i) mieszka na stałe jest:","Czy miejscowość, w której Pan(i) mieszka na stałe jest:",1.0,city_size,CBOS_17_06_1991.sav
q115,Jaki jest Pana(i) stan cywilny?,Jaki jest Pana(i) stan cywilny?,1.0,marital,CBOS_17_06_1991.sav
q116,"Z ilu osób, łącznie z Panem(ią) składa się Pana(i) gospodarstwo domowe?","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",0.9995863437652588,household_size,CBOS_17_06_1991.sav
q135,WOJEWÓDZTWO,Województwo,0.9345924556255341,location,CBOS_17_06_1991.sav
q486,WOJEWÓDZTWO,Województwo,0.9345924556255341,location,CBOS_93_02_1998.sav
q160,Czy posiada Pan(i) (posiadają Państwo) w swym gospodarstwie domowym samochód osobowy/samochody osobowe?,Czy posiada/posiadają Pan(i)/Państwo w swym gospodarstwie domowym samochód osobowy/samochody osobowe?,0.9875504672527313,car,CBOS_93_02_1998.sav
q401,Płeć,Płeć,1.0,gender,CBOS_93_02_1998.sav
q402,W którym roku się Pan(i) urodził(a)?,W którym roku się Pan(i) urodził(a)?,1.0,age,CBOS_93_02_1998.sav
q403,Jakie ma Pan(i) wykształcenie? .,Jakie ma Pan(i) wykształcenie?,0.9973090887069702,education,CBOS_93_02_1998.sav
q404,"Czy miejscowość, w której Pan(i) mieszka na stałe, jest:","Czy miejscowość, w której Pan(i) mieszka na stałe jest:",0.9993886947631836,city_size,CBOS_93_02_1998.sav
q408,"Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",1.0,household_size,CBOS_93_02_1998.sav
q410,Ile wynoszą W NOWYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodar- stwie domowym? - średnia za ostatnie 3 miesiące.,Ile wynoszą W STARYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodarstwie domowym? [tysiące starych złotych],0.9493335485458374,income_household_per_person,CBOS_93_02_1998.sav
q411,Jaki jest Pana(i) stan cywilny?,Jaki jest Pana(i) stan cywilny?,1.0,marital,CBOS_93_02_1998.sav
q204,W którym roku się Pan(i) urodził(a)?,W którym roku się Pan(i) urodził(a)?,1.0,age,CBOS_5_05_1990.sav
q205,W jakiej miejscowości mieszka Pan(i) na stałe?,"Czy miejscowość, w której Pan(i) mieszka na stałe jest:",0.9689156711101532,city_size,CBOS_5_05_1990.sav
q206,Jakie ma Pan(i) wykształcenie?,Jakie ma Pan(i) wykształcenie?,1.0,education,CBOS_5_05_1990.sav
q216,Jaki jest Pana(i) stan cywilny?,Jaki jest Pana(i) stan cywilny?,1.0,marital,CBOS_5_05_1990.sav
q217,"Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",1.0,household_size,CBOS_5_05_1990.sav
q402,W którym roku się Pan(i) urodził(a)?,W którym roku się Pan(i) urodził(a)?,1.0,age,CBOS_52_09_1994.sav
q403,Jakie ma Pan(i) wykształcenie? .,Jakie ma Pan(i) wykształcenie?,0.9973090887069702,education,CBOS_52_09_1994.sav
q405,"Czy miejscowość, w której Pan(i) mieszka na stałe, jest:","Czy miejscowość, w której Pan(i) mieszka na stałe jest:",0.9993886947631836,city_size,CBOS_52_09_1994.sav
q410,Jaki jest Pana(i) stan cywilny?,Jaki jest Pana(i) stan cywilny?,1.0,marital,CBOS_52_09_1994.sav
q411,"Z ilu osób, łącznie z Panem(ią) składa się Pana(i) gospodarstwo domowe?","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",0.9995863437652588,household_size,CBOS_52_09_1994.sav
q413,Ile wynoszą miesięczne dochody na 1 osobę w Pana(i) gospodarstwie domowym? [tysiące starych złotych],Ile wynoszą W STARYCH ZŁOTYCH miesięczne dochody na 1 osobę w Pana(i) gospodarstwie domowym? [tysiące starych złotych],0.9649360775947571,income_household_per_person,CBOS_52_09_1994.sav
q419,Czy posiada Pan(i): - Akcje firm notowanych na giełdzie,Czy posiada Pan(i): - Akcje firm notowanych na giełdzie,1.0,if_investing,CBOS_52_09_1994.sav
q420,Czy posiada Pan(i): - Obligacje skarbu państwa,Czy posiada Pan(i): - Obligacje skarbu państwa,1.0,if_investing,CBOS_52_09_1994.sav
q421,Czy posiada Pan(i): - Jednostki uczestnictwa w funduszu powierniczym,Czy posiada Pan(i): - Jednostki uczestnictwa w funduszu powierniczym,1.0,if_investing,CBOS_52_09_1994.sav
MIESIAC,MIESIĄC BADANIA,Województwo,0.9289646148681641,location,CBOS_223_12_2008.sav
URODZONY,Rok urodzenia respondenta,Rok urodzenia,0.9607435464859009,age,CBOS_223_12_2008.sav
woj,Województwo,Województwo,1.0,location,CBOS_223_12_2008.sav
q7,Jakie ma Pan(i) wykształcenie? Proszę podać najwyższy osiągnięty przez Pana(ią) poziom wykształcenia.,Jakie ma Pan(i) wykształcenie? Proszę podać najwyższy osiągnięty przez Pana(ią) poziom wykształcenia.,1.0,education,CBOS_223_12_2008.sav
q12,"Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona głównym źródłem utrzymania Pana(i)czy też nie?","Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona Pana(i) głównym źródłem utrzymaniaczy też nie?",0.9959478378295898,if_retired,CBOS_223_12_2008.sav
q14,"Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",1.0,household_size,CBOS_223_12_2008.sav
q101,Jaki jest aktualnie Pana(i) stan cywilny?,Jaki jest Pana(i) stan cywilny?,0.9770746231079102,marital,CBOS_223_12_2008.sav
q108,"Ile wynoszą miesięczne dochody NETTO na 1 osobę w Pana(i) gospodarstwie domowym? Proszę wziąć pod uwagę dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia i inn...","Ile wynoszą PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne dodatkowe",0.9333683252334595,income_personal,CBOS_223_12_2008.sav
URODZONY,Rok urodzenia respondenta,Rok urodzenia,0.9607435464859009,age,CBOS_225_02_2009.sav
woj,Województwo,Województwo,1.0,location,CBOS_225_02_2009.sav
q7,Jakie ma Pan(i) wykształcenie? Proszę podać najwyższy osiągnięty przez Pana(ią) poziom wykształcenia.,Jakie ma Pan(i) wykształcenie? Proszę podać najwyższy osiągnięty przez Pana(ią) poziom wykształcenia.,1.0,education,CBOS_225_02_2009.sav
q12,"Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona Pana(i) głównym źródłem utrzymania czy też nie?","Czy otrzymuje Pan(i) rentę lub emeryturę, niezależnie od tego, czy jest ona Pana(i) głównym źródłem utrzymaniaczy też nie?",0.9963424205780029,if_retired,CBOS_225_02_2009.sav
q14,"Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?","Z ilu osób, łącznie z Panem(ią), składa się Pana(i) gospodarstwo domowe?",1.0,household_size,CBOS_225_02_2009.sav
q106,Jaki jest aktualnie Pana(i) stan cywilny?,Jaki jest Pana(i) stan cywilny?,0.9770746231079102,marital,CBOS_225_02_2009.sav
q108,Ile wynoszą Pana(i) miesięczne dochody NETTO (na rękę)? Kategorie:,"Kwota przeciętnych, miesięcznych dochodów NETTO respondenta",0.9309459924697876,income_personal,CBOS_225_02_2009.sav
