column_name,column_label,spss_file
q139,"M15_D. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się przeciętne miesięczne dochody NETTO przypadające na jedną osobę w Pana(i) gospodarstwie domowy...",CBOS_224_01_2009.sav
q118,"Proszę powiedzieć do której grupy dochodowej można zaliczyć Pana(i) miesięczne dochody netto. Jeżeli P. nie pracuje, to proszę podać dochód głównego żywiciela rodziny",CBOS_17_06_1991.sav
q130,"Proszę powiedzieć, które z wymienionych dóbr i przedmiotów znajdują się obecnie w Pana(i) gospodarstwie domowym. - Dom mieszkalny",CBOS_93_02_1998.sav
q131,"Proszę powiedzieć, które z wymienionych dóbr i przedmiotów znajdują się obecnie w Pana(i) gospodarstwie domowym. - Mieszkanie własnościowe",CBOS_93_02_1998.sav
q161,"P37A. A jaki to samochód / samochody?: Marka, producent - SAMOCHÓD I",CBOS_93_02_1998.sav
q162,"P37A. A jaki to samochód / samochody?: Marka, producent - SAMOCHÓD II",CBOS_93_02_1998.sav
q163,P37B. A jaki to samochód / samochody?: Rok produkcji - SAMOCHÓD I,CBOS_93_02_1998.sav
q164,P37B. A jaki to samochód / samochody?: Rok produkcji - SAMOCHÓD II,CBOS_93_02_1998.sav
q165,P37C. A jaki to samochód / samochody?: Pojemność silnika (w cm3) - SAMOCHÓD I,CBOS_93_02_1998.sav
q166,P37C. A jaki to samochód / samochody?: Pojemność silnika (w cm3) - SAMOCHÓD II,CBOS_93_02_1998.sav
q92,"15. Czy, Pana(i) zdaniem ….. w wyniku realizacji programu Balcerowicza: - Zarobki i dochody ludności",CBOS_5_05_1990.sav
q151,"40. Jak Pan(i) myśli, czy w maju będzie, czy też nie będzie Pan(i) zmuszony(a): - korzystać z wcześniej zgromadzonych oszczędności",CBOS_5_05_1990.sav
q104,"Ile wynoszą Pana(i) miesięczne dochody NETTO (na rękę)? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne dodatkowe do...",CBOS_223_12_2008.sav
q106,"M14_D. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się Pana(i) miesięcznie dochody netto?",CBOS_223_12_2008.sav
q109,"M15_D. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się przeciętne miesięczne dochody NETTO przypadające na jedną osobę w Pana(i) gospodarstwie domowy...",CBOS_223_12_2008.sav
q110,"M14_D. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się Pana(i) miesięcznie dochody netto?",CBOS_225_02_2009.sav
q113,"M15_D. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się przeciętne miesięczne dochody NETTO przypadające na jedną osobę w Pana(i) gospodarstwie domowy...",CBOS_225_02_2009.sav
q133i6org,Z czego przede wszystkim utrzymuje się Pan(i) obecnie? Proszę wskazać nie więcej niż trzy możliwości-   Z oszczędności,CBOS_298_03_2015.sav
q93,"Jak, Pana(i) zdaniem, wprowadzenie programu oszczędności budżetowych, tzw. planu Hausnera, wpłynie na ... w ciągu następnych trzech lat? - warunki materialne Pana(i) i Pana(i) rodziny",CBOS_165_02_2004.sav
q94,"Jak, Pana(i) zdaniem, wprowadzenie programu oszczędności budżetowych, tzw. planu Hausnera, wpłynie na ... w ciągu następnych trzech lat? - sytuację gospodarczą kraju",CBOS_165_02_2004.sav
q47,"19. W Polsce może się jeszcze wiele zmienić. A teraz używając tej skali, proszę określić, kiedy Pana(i) zdaniem: - Wzrosną pana(i) rzeczywiste dochody",CBOS_16_05_1991.sav
q130,"Proszę powiedzieć do której grupy dochodowej można zaliczyć Pana(i) miesięczne dochody netto. Jeżeli P. nie pracuje, to proszę podać dochód głównego żywiciela rodziny",CBOS_16_05_1991.sav
q53i6,Z czego przede wszystkim utrzymuje się Pan(i) obecnie? -Z oszczędności,CBOS_263_04_2012.sav
q153,"M19_2. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARSTWIE DOMOWYM?",CBOS_263_04_2012.sav
q175,66. Ile mniej więcej wydaje Pan(i) miesięcznie na mieszkanie oraz utrzymanie dzieci korzystających z internatu lub stancji?,CBOS_125_10_2000.sav
q25,"Czy ma Pan(i) jakieś oszczędności osobiste lub wspólne z innymi członkami Pana(i) gospodarstwa domowego w formie pieniędzy lub bonów, lokat bankowych, akcji lub obligacji itp.?",CBOS_119_04_2000.sav
q26,Czy w ciągu ostatnich 30 dni oszczędności te zwiększyły się czy zmniejszyły?,CBOS_119_04_2000.sav
q205,53. Czy zawdzięcza Pan(i) swojej babci lub dziadkowi: - mieszkanie,CBOS_126_11_2000.sav
q91,"38. Ile Pana(i) zdaniem, powinny wynosić miesięczne dochody Pana(I) rodziny, aby było można - Żyć dostatnio, bez problemów finansowych (w tys zł)",CBOS_15_04_1991.sav
q92,"38. Ile Pana(i) zdaniem, powinny wynosić miesięczne dochody Pana(I) rodziny, aby było można - Oszczędzając, żyć na średnim poziomie (w tys zł)",CBOS_15_04_1991.sav
q93,"38. Ile Pana(i) zdaniem, powinny wynosić miesięczne dochody Pana(I) rodziny, aby było można - Zaspokajać jedynie podstawowe potrzeby (w tys zł)",CBOS_15_04_1991.sav
q108,"Proszę powiedzieć do której grupy dochodowej można zaliczyć Pana(i) miesięczne dochody netto. Jeżeli P. nie pracuje, to proszę podać dochód głównego żywiciela rodziny",CBOS_15_04_1991.sav
q91,"Rząd przygotowuje rozwiązanie mające pomóc osobom, które spłacają kredyt mieszkaniowy i straciły pracę. Ma ono polegać na tym, że rząd maksymalnie przez rok spłacałby za osobę bezrobotną ratę kredytu lub dopłacał do niej. Byłaby to nieoprocentowana...",CBOS_226_03_2009.sav
q127,"M14_D. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się Pana(i) przeciętne miesięczne dochody NETTO",CBOS_226_03_2009.sav
q130,"M15_D Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się przeciętne miesięczne dochody NETTO przypadające na jedną osobę w Pana(i) gospodarstwie domowym.",CBOS_226_03_2009.sav
q200,"Czy w ciągu ostatnich dwunastu miesięcy stosował(a) Pan(i) następujące sposoby oszczędzania...  - Używał(a) Pan(i) z oszczędności słabszych żarówek, niż chciał(a)by",CBOS_166_03_2004.sav
q203,"Czy wszystkie dochody Pana(i) i mieszkającej razem z Panem(ią) rodziny są wystarczające, czy niewystarczające do zaspokojenia codziennych potrzeb, takich jak mieszkanie, wyżywienie, odzież itp.",CBOS_166_03_2004.sav
q210,"44. Czy za swoje dzisiejsze dochody jest Pan(i) w stanie kupić więcej, czy mniej towarów niż rok temu?",CBOS_127_12_2000.sav
q188,"Gdyby okazało się, że w Pana(i) sąsiedztwie planuje się budowę placówki dla psychicznie chorych, to czy wyraził(a)by Pan(i) na to zgodę, by w Pana(i) sąsiedztwie był(a): - dom lub mieszkanie, w którym chorzy psychicznie mieszkają",CBOS_74_07_1996.sav
q191,"Gdyby okazało się, że w Pana(i) sąsiedztwie planuje się budowę placówki dla psychicznie chorych, to czy wyraził(a)by Pan(i) na to zgodę, by w Pana(i) sąsiedztwie był(a): - dom pomocy społecznej dla chorych psychicznie",CBOS_74_07_1996.sav
q23,"7. Czy ma Pan(i) jakieś oszczędności osobiste lub wspólne z innymi członkami Pana(i) gospodarstwa domowego w formie pieniędzy lub bonów, lokat bankowych, akcji lub obligacji itp.?",CBOS_99_08_1998.sav
q24,"8. Czy w ciągu ostatnich 30 dni oszczędności te zwiększyły się, czy zmniejszyły?",CBOS_99_08_1998.sav
q23,"7. Czy ma Pan(i) jakieś oszczędności osobiste lub wspólne z innymi członkami Pana(i) gospodarstwa domowego w formie pieniędzy lub bonów, lokat bankowych, akcji lub obligacji itp.?",CBOS_100_09_1998.sav
q24,"8. Czy w ciągu ostatnich 30 dni oszczędności te zwiększyły się, czy zmniejszyły?",CBOS_100_09_1998.sav
q107,Według którego progu podatkowego rozliczał(a) Pan(i) swoje dochody osobiste za rok 1997?,CBOS_100_09_1998.sav
q84i6,Z czego przede wszystkim utrzymuje się Pan(i) obecnie? -Z oszczędności,CBOS_275_04_2013.sav
q107s9,"Czy akceptuje Pan(i), czy też nie akceptuje takiej formy protestów społecznych jak: - happeningi, akcje mające na celu zwrócenie uwagi na jakiś problem społeczny",CBOS_275_04_2013.sav
q427,"Czy Pan(i) lub współmałżonek posiadacie oszczędności finansowe (lokatę, akcje, obligacje, tytuły uczestnictwa funduszu powierniczego, oszczędności w innej postaci)?",CBOS_146_07_2002.sav
q44,Czy Pana(i) zdaniem należałoby w Polsce …  : - zapewnić mniej więcej równe dochody wszystkim obywatelom,CBOS_26_07_1992.sav
q152,"Poniżej są wymienione różne akcje protestacyjne stosowane w świecie.Czy, Pana(i) zdaniem, obywatele powinni mieć prawo stosować takie akcje jak: - zbieranie podpisów pod petycjami i protestami",CBOS_26_07_1992.sav
q153,"Poniżej są wymienione różne akcje protestacyjne stosowane w świecie.Czy, Pana(i) zdaniem, obywatele powinni mieć prawo stosować takie akcje jak: - rozlepianie plakatów",CBOS_26_07_1992.sav
q154,"Poniżej są wymienione różne akcje protestacyjne stosowane w świecie.Czy, Pana(i) zdaniem, obywatele powinni mieć prawo stosować takie akcje jak: - bojkot decyzji rządowych",CBOS_26_07_1992.sav
q155,"Poniżej są wymienione różne akcje protestacyjne stosowane w świecie.Czy, Pana(i) zdaniem, obywatele powinni mieć prawo stosować takie akcje jak: - demonstracje uliczne",CBOS_26_07_1992.sav
q156,"Poniżej są wymienione różne akcje protestacyjne stosowane w świecie.Czy, Pana(i) zdaniem, obywatele powinni mieć prawo stosować takie akcje jak: - strajki",CBOS_26_07_1992.sav
q157,"Poniżej są wymienione różne akcje protestacyjne stosowane w świecie.Czy, Pana(i) zdaniem, obywatele powinni mieć prawo stosować takie akcje jak: - blokowanie dróg",CBOS_26_07_1992.sav
q158,"Poniżej są wymienione różne akcje protestacyjne stosowane w świecie.Czy, Pana(i) zdaniem, obywatele powinni mieć prawo stosować takie akcje jak: - okupowanie budynków publicznych",CBOS_26_07_1992.sav
q159,"Poniżej są wymienione różne akcje protestacyjne stosowane w świecie.Czy, Pana(i) zdaniem, obywatele powinni mieć prawo stosować takie akcje jak: - stawianie oporu wobec policji lub innych organów porządkowych",CBOS_26_07_1992.sav
q169,"Gdyby to od Pana(i) zależało, to czy wyraził(a)by Pan(i) zgodę - czy też był(a)by Pan(i) przeciwny(a), aby: - w Pana(i) miejscowości/ dzielnicy znajdował się dom dla chorych na AIDS",CBOS_26_07_1992.sav
q124,"M19_2. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARST...",CBOS_253_06_2011.sav
q173,"Ile, według Pana(i) powinny wynosić miesięczne dochody NETTO (na rękę) wszystkich członków Pana(i) gospodarstwa domowego łącznie aby żyć dostatnio, bez żadnych problemów finansowych",CBOS_304_09_2015.sav
q179,"Ile, według Pana(i) powinny wynosić miesięczne dochody NETTO (na rękę) wszystkich członków Pana(i) gospodarstwa domowego łącznie aby zaspokajać jedynie podstawowe potrzeby",CBOS_304_09_2015.sav
q183,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Pieczywo,CBOS_175_12_2004.sav
q184,"Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Makaron, mąka, kasza i inne wyroby mączne",CBOS_175_12_2004.sav
q185,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Mięso i wędliny,CBOS_175_12_2004.sav
q186,"Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Nabiał (mleko, masło, sery, jajka)",CBOS_175_12_2004.sav
q187,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Cukier i wyroby cukiernicze,CBOS_175_12_2004.sav
q188,"Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Tłuszcze roślinne (np. margaryna, olej)",CBOS_175_12_2004.sav
q189,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Świeże warzywa i owoce,CBOS_175_12_2004.sav
q190,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Przetwory warzywne i owocowe,CBOS_175_12_2004.sav
q191,"Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Napoje alkoholowe (wódka, wino, piwo)",CBOS_175_12_2004.sav
q192,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Kawa i herbata,CBOS_175_12_2004.sav
q193,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Benzyna lub olej napędowy,CBOS_175_12_2004.sav
q194,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Środki higieny,CBOS_175_12_2004.sav
q195,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Lekarstwa,CBOS_175_12_2004.sav
q196,"Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Gazety, czasopisma, książki",CBOS_175_12_2004.sav
q197,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Papierosy,CBOS_175_12_2004.sav
q144,"Jak wyglądał Pana(i) dom rodzinny - dom, w którym spędził(a) Pan(i) największą część swojego dzieciństwa (do 16 roku życia). Czy był to samodzielny budynek czy też mieszkanie w budynku wielorodzinnym?",CBOS_91_12_1997.sav
q145,A z ilu izb składał się ten dom/mieszkanie? Proszę podać łączną liczbę pokoi wraz z kuchnią.,CBOS_91_12_1997.sav
q159,Czym był dla Pana(i) przede wszystkim dom rodzinny?,CBOS_91_12_1997.sav
q142,"Ile wynoszą Pana(i) miesięczne dochody NETTO (na rękę)? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne dodatkowe do...",CBOS_235_12_2009.sav
q144,"M14_D. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się Pana(i) miesięcznie dochody netto?",CBOS_235_12_2009.sav
q147,"M15_D. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się przeciętne miesięczne dochody NETTO przypadające na jedną osobę w Pana(i) gospodarstwie domowy...",CBOS_235_12_2009.sav
q185,Ile wynoszą PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)?,CBOS_312_05_2016.sav
q188,A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)?,CBOS_312_05_2016.sav
q189,Ile wynoszą PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARSTWIE DOMOWYM?,CBOS_312_05_2016.sav
q192,A czy mógłby(mogłaby) Pan(i) podać przybliżone PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARSTWIE?,CBOS_312_05_2016.sav
q74,W jaki sposób rozliczał(a) Pan(i) swoje dochody osobiste za rok 2010?,CBOS_252_05_2011.sav
q143,"M19_2. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARST...",CBOS_252_05_2011.sav
q61,"Z jednej strony gry hazardowe przynoszą państwu dochody z podatków, z drugiej strony wielu obywateli może popadać w uzależnienie od gier hazardowych, tracąc oszczędności i niszcząc rodzinne budżety. Co w tej sytuacji, Pana(i) zdaniem, powinien zrob...",CBOS_234_11_2009.sav
q80s9,"Z czego utrzymuje się Pan(i) obecnie, niezależnie od tego czy jest to główne czy też dodatkowe źródło utrzymania? Czy jest to:  ...  - dochody z inwestycji, lokat",CBOS_234_11_2009.sav
q80s10,"Z czego utrzymuje się Pan(i) obecnie, niezależnie od tego czy jest to główne czy też dodatkowe źródło utrzymania? Czy jest to:  ...  - dochody z wynajmu lokalu, domu",CBOS_234_11_2009.sav
q80s11,"Z czego utrzymuje się Pan(i) obecnie, niezależnie od tego czy jest to główne czy też dodatkowe źródło utrzymania? Czy jest to:  ...  - korzystanie z oszczędności",CBOS_234_11_2009.sav
q95s9,"Jak Pan(i) sądzi, z czego będzie się Pan(i) utrzymywał(a) na stare lata? Czy będzie to: - dochody z inwestycji, lokat",CBOS_234_11_2009.sav
q95s10,"Jak Pan(i) sądzi, z czego będzie się Pan(i) utrzymywał(a) na stare lata? Czy będzie to: - dochody z wynajmu lokalu, domu",CBOS_234_11_2009.sav
q95s11,"Jak Pan(i) sądzi, z czego będzie się Pan(i) utrzymywał(a) na stare lata? Czy będzie to: - korzystanie z oszczędności",CBOS_234_11_2009.sav
q136,"Ile wynoszą Pana(i) miesięczne dochody NETTO (na rękę)? Proszę wziąć pod uwagę Pana(i) dochody z pracy głównej wraz z premiami, nagrodami, dodatkami, dochody z prac dodatkowych, także dorywczych, renty i emerytury, stypendia oraz inne dodatkowe do...",CBOS_234_11_2009.sav
q138,"M14_D. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się Pana(i) miesięcznie dochody netto?",CBOS_234_11_2009.sav
q141,"M15_D. A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody? Proszę spojrzeć na ekran. Czy mógłby(mogłaby) Pan(i) wskazać, w którym przedziale mieszczą się przeciętne miesięczne dochody NETTO przypadające na jedną osobę w Pana(i) gospodarstwie domowy...",CBOS_234_11_2009.sav
q164,Ile wynoszą PANA(I) MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)?,CBOS_313_06_2016.sav
q167,A czy mógłby(mogłaby) Pan(i) podać przybliżone dochody MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ)?,CBOS_313_06_2016.sav
q168,Ile wynoszą PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARSTWIE DOMOWYM?,CBOS_313_06_2016.sav
q171,A czy mógłby(mogłaby) Pan(i) podać przybliżone PRZECIĘTNE MIESIĘCZNE DOCHODY NETTO (NA RĘKĘ) PRZYPADAJĄCE NA JEDNĄ OSOBĘ W PANA(I) GOSPODARSTWIE?,CBOS_313_06_2016.sav
q119,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Pieczywo,CBOS_174_11_2004.sav
q120,"Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Makaron, mąka, kasza i inne wyroby mączne",CBOS_174_11_2004.sav
q121,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Mięso i wędliny,CBOS_174_11_2004.sav
q122,"Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Nabiał (mleko, masło, sery, jajka)",CBOS_174_11_2004.sav
q123,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Cukier i wyroby cukiernicze,CBOS_174_11_2004.sav
q124,"Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Tłuszcze roślinne (np. margaryna, olej)",CBOS_174_11_2004.sav
q125,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Świeże warzywa i owoce,CBOS_174_11_2004.sav
q126,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Przetwory warzywne i owocowe,CBOS_174_11_2004.sav
q127,"Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Napoje alkoholowe (wódka, wino, piwo)",CBOS_174_11_2004.sav
q128,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Kawa i herbata,CBOS_174_11_2004.sav
q129,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Benzyna lub olej napędowy,CBOS_174_11_2004.sav
q130,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Środki higieny,CBOS_174_11_2004.sav
q131,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Lekarstwa,CBOS_174_11_2004.sav
q132,"Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Gazety, czasopisma, książki",CBOS_174_11_2004.sav
q133,Czy dla oszczędności lub z powodu wyższych cen musiał(a) Pan(i) w ciągu ostatnich 30 dni kupować któryś z wymienionych produktów tańszego gatunku niż kupowany poprzednio? - Papierosy,CBOS_174_11_2004.sav
q94,5U. Podczas niedawnej wizyty w Kijowie premier Ewa Kopacz zaoferowała Ukrainie kredyt do 100 mln euro na wsparcie ukraińskiej gospodarki. Czy zaoferowana pomoc jest Pana(i) zdaniem:,CBOS_297_02_2015.sav
q98,44. Czy zamierza Pan(i) kupić akcje prywatyzowanych przedsiębiorstw?,CBOS_12_01_1991.sav
q108,54. Czy ma Pan(i) jakieś oszczędności w dolarach lub innych obcych walutach:,CBOS_12_01_1991.sav
q114,"53. Gdyby istniała możliwość gromadzenia oszczędności w różnych bankach, to komu najchętniej powierzył(a)by Pan(i) swoje oszczędności:",CBOS_12_01_1991.sav
q159,"Proszę powiedzieć do której grupy dochodowej można zaliczyć Pana(i) miesięczne dochody netto. Jeżeli P. nie pracuje, to proszę podać dochód głównego żywiciela rodziny",CBOS_12_01_1991.sav
q106,"43. Czy uważa Pan(i), że obecnie dochody Pana(i) rodziny są:",CBOS_53_10_1994.sav
q110,"45. Czy w poprzednim miesiącu, tzn. we wrześniu, był(a) Pan(i) i Pana(i) gospodarstwo domowe zmuszony, czy też nie, ze względu na sytuację finansową: - sięgać do oszczędności gotówkowych",CBOS_53_10_1994.sav
q115,"46. Ile, według Pana(i), powinny wynosić miesięczne dochody na jedną osobę w Pana(i) rodzinie, aby można było: - żyć dostatnio, bez problemów finansowych [tysiące starych złotych]",CBOS_53_10_1994.sav
q116,"46. Ile, według Pana(i), powinny wynosić miesięczne dochody na jedną osobę w Pana(i) rodzinie, aby można było: - żyć na średnim poziomie [tysiące starych złotych]",CBOS_53_10_1994.sav
q117,"46. Ile, według Pana(i), powinny wynosić miesięczne dochody na jedną osobę w Pana(i) rodzinie, aby można było: - zaspokajać jedynie podstawowe potrzeby [tysiące starych złotych]",CBOS_53_10_1994.sav
q125,48. Czy jest (są) to: - Akcje firm notowanych na giełdzie,CBOS_53_10_1994.sav
q144,57. Czy w ciągu ostatniego roku miał(a) Pan(i) jakieś trudności w uiszczaniu opłat za: ... : - mieszkanie/dom,CBOS_53_10_1994.sav
q430,Czy mają Państwo ... : - Samochód osobowy,CBOS_53_10_1994.sav
q114,Czy ceny ...  powinny być ustalane przez państwo czy przez wolny rynek? - opłat za mieszkanie,CBOS_96_05_1998.sav
q128,"Czy uważa Pan(i), że obecnie dochody Pana(i) rodziny w porównaniu z przeciętnymi dochodami rodzin w Polsce są:",CBOS_96_05_1998.sav
q134,Czy zgadza się Pan(i) czy też nie zgadza z następującymi stwierdzeniami? - dochody i bogactwo powinny być w większej mierze rozdzielone między pracujących,CBOS_96_05_1998.sav
q146,"48. Ludzie stosują różne sposoby, żeby poprawić swoją sytuację materialną. A jak Pan(i) postępuje, czy stosuje Pan(i) któryś z następujących sposobów? - Wynajmuję komuś pokój, mieszkanie, dom",CBOS_96_05_1998.sav
q158,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - zakup żywności",CBOS_96_05_1998.sav
q159,"52. Na co przeznaczył(a) Pan(i) pożyczone pieniądze, kredyt lub co kupił(a) na raty? Czy na:...  - zakup ubrania [odzieży], butów",CBOS_96_05_1998.sav
